movie_id,movie_name,description,true_genre,predicted_genre,prob_action,prob_horror,prob_romance
tt6636660,In Arcadia,two engineers arrive in an isolated mountain village to install a cellular radio tower and soon become the target of the villager's collective hatred instigated by a powerful and shadowy local man,horror,action,0.7497901,0.22545885,0.024751108
tt3752766,Mermaid's Song,a young girl with a special gift comes of age during one of the most desolate periods in american history in this dark dust bowl fantasy inspired by hans christian andersen's the little mermaid,horror,romance,0.050901752,0.25310752,0.69599074
tt1123372,Cicak-Man,hairi works at klon technologies searching new vaccines for new diseases he's too shy to approach tania the girl he loves (professor klon's secretary) and awkward enough to swallow a ,action,romance,0.071019284,0.034732595,0.8942481
tt6966604,Héros/Psycho,the story of a policeman who decides to become a murderer aiming that the media would be interested in his story rather than in the story of the man who broke his family,action,romance,0.41301814,0.092385866,0.49459597
tt5612402,Hudugaru,the story revolves around three friends who are desperately looking out for suitable job opportunities their lives get devastated when they try to unite two lovers,action,romance,0.008200307,0.0037143484,0.98808527
tt2747786,When We Were Boys,the fifth installment in the les boys franchise goes back to the winter of 1967 showing how the friendship of future boys stan meo jean-charles marcel bob and fernand began,romance,action,0.95546305,0.006688099,0.037848923
tt12421878,Student for Pay,there's an outsider in every school and rose is one of those people everyone laughs at her but no one knows that she secretly works as a camgirl rose slowly gets lost in the powerful world of sex money and betrayal,romance,action,0.77345735,0.029007593,0.19753511
tt21048200,Gila Bola,damak a village guy moved to the city after some of his football teammates blamed him because damak failed to take a very important penalty kick to determine their team's winning at the,romance,action,0.43332228,0.14039794,0.42627984
tt0281408,Çile,story of a bus driver who had to deal with unexpected pitiful events caused mainly by his rebellious little brother,romance,action,0.6784154,0.093990944,0.22759368
tt0129114,Gaston's War,a true story about a flemish resistance warrior,romance,action,0.9625974,0.007110149,0.030292425
tt1454613,What's New About Love?,six friends meet every evening in a basement to make music during the daytime there are no rehearsals for what life brings us each endeavour leaves its mark six short films by six different directors dealing with the troubles of youth,romance,horror,0.06577918,0.73942924,0.19479157
tt13216988,The Fifth Taste,when anna a boutique food publisher recognises that her niece nina has an eating disorder it's her estranged lover alejandro who seems to be the only person who can reach nina and help her through this personal struggle,romance,horror,0.049978185,0.5682757,0.3817462
tt0872236,Year of the Fish,a rotoscope-animated modern-day cinderella story set in the underbelly of new york's chinatown,romance,action,0.8963395,0.0071631046,0.096497394
tt8444480,Pagan Warrior,after a savage gang of vikings invade a saxon castle murdering all in sight one surviving man calls upon krampus the yule devil to come to exact revenge for his family,horror,action,0.68375784,0.29996324,0.016278943
tt5712246,Paththini,kannagi (pooja) born in the chola kingdom one of the three kingdoms in south india around 1500 years ago is happily married to kovalan (uddika) a millionaire kovalan attends the,romance,action,0.50368685,0.04947901,0.44683412
tt1702009,Strippers vs Werewolves,when werewolf mickey is accidentally killed in a strip club the girls who work there have until the next full moon before his bloodthirsty wolf pack seek murderous retribution,action,horror,0.0619174,0.935221,0.0028615876
tt0825225,American Pastime,the dramatic impact wwii had in the home-front as us japanese families were uprooted from their daily lives and placed in internment camps in western states in the early 1940s,romance,action,0.608899,0.044767074,0.34633392
tt0029438,Prescription for Romance,after kenneth barton absconds with stolen funds the bankers' association finds a love letter in his effects that suggests he may have run away to hungary the association sends detective,romance,action,0.7063886,0.02607691,0.26753458
tt0094025,Stakeout,two detectives observe an escaped convict's ex-girlfriend but complications set in when one of them falls for her,action,romance,0.042746913,0.02374091,0.9335121
tt0178705,"Lily, aime-moi",everything starts when a journalist françois decides to investigate the world of working class peoplehe gets into the lives of claudea worker and his wife lily who has left him,romance,action,0.5088664,0.09089306,0.40024057
tt8561200,Aftermath,in post-apocalyptic mayhem a group of survivors flee to the woods only to be viciously attacked by a brotherhood of sociopathic strangers,action,horror,0.024432741,0.97075045,0.0048168045
tt0048708,La tercera palabra,this was the first of four films where the respected actresses sara garcía and prudencia griffel played an ancient couple of sisters due to the success a lot of producers wanted themin their movies,romance,horror,0.09341912,0.6162503,0.29033065
tt15380256,Misty: Illusive,misty is on a quest to find the one person who messed with her home kind and she is offered a job she couldn't refuse but when things get so wrong she now has to face the dark reality of human society,action,horror,0.2776103,0.620758,0.101631664
tt13077440,Runaway Weekend - Angels Never Die,la pi marco defalco takes one last case against his wife's ultimatum the hell she was afraid of quickly becomes her reality and is unleashed on the criminals that crossed paths with the right pi on the wrong day,action,horror,0.39634663,0.52053756,0.08311587
tt0048728,To Catch a Thief,a retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation,romance,action,0.824829,0.011620808,0.16355021
tt1830549,Crack Whore,the story of a crack addicted prostitute named honey a girl who goes to a party out in the desert where she falls victim to drugs and gang rape spoon feeding herself crack honey decides to settle the score,horror,action,0.9303535,0.030781467,0.038864993
tt3689680,Alone,after a college student named lilly mcvice moves into her first apartment she befriends a stranger online on a social media website at first she thinks the stranger is nice and friendly,horror,romance,0.026471794,0.25068143,0.7228468
tt1336619,The Adventures of Chris Fable,young runaway christ lives with a group of misfits in a junkyard stealing to survive when a traveling preacher tells him that his father is alive and wants him to come home chris must,action,horror,0.33863574,0.44087297,0.22049132
tt9624562,Mammaluna,little sofia who lives in a public apartment in rome has lost her father and decides to save her mother anna from her depression by taking her to the moon with the help of tommaso who,action,romance,0.09652717,0.116501495,0.7869714
tt2393512,Jalan Kembali: Bohsia 2,also known as bohsia 2: jalan kembali the movie is a sequel to bohsia: jangan pilih jalan hitam in 2009 syamsul yusof returns to direct the story of a bohsia's life played by nabila,action,horror,0.20490459,0.43081507,0.3642803
tt0328671,Yeh Hai Jalwa,raj saxena (salman khan) goes to london expecting his long-lost dad (rishi kapoor) to warmly greet him but things do not go as planned,romance,action,0.5536274,0.07094808,0.3754246
tt0135746,Achtung! Feind hört mit!,this is the war and everybody in germany should beware : the enemy is listening one family in particular had better be even more careful than the average citizen of the reich : the,romance,horror,0.10135502,0.6330694,0.26557562
tt0806027,Blood: The Last Vampire,a vampire named saya who is part of covert government agency that hunts and destroys demons in a post-wwii japan is inserted in a military school to discover which one of her classmates is a demon in disguise,action,horror,0.21323751,0.7716468,0.015115655
tt0104511,Innocent Blood,marie is a vampire with a thirst for bad guys when she fails to properly dispose of one of her victims a violent mob boss she bites off more than she can chew and faces a new immortal danger,action,horror,0.21877603,0.76637477,0.01484919
tt0322936,Kehtaa Hai Dil Baar Baar,an egoistic and overprotective father tests his soon-to-be son in law whether he is suitable for his daughter or not mayhem ensues after he learns that his future son in law is not that what he imagined,romance,action,0.5945807,0.07750271,0.32791656
tt4018684,Heartbeat,haunted by her troubled past emma works as a hospital nurse while wrestling with murderous compulsions but a romance with a young terminally ill patient offers her a final chance at redemption,romance,horror,0.0477642,0.870786,0.08144977
tt0110942,Raja Babu,a man tries to become a better son after his intended bride rejects him and he learns he was adopted from a poor family,action,romance,0.050897293,0.01411783,0.9349849
tt1094275,Under the Bombs,in the wake of israel's 2006 bombardment of lebanon a determined woman finds her way into the country convincing a taxi cab driver to take a risky journey around the scarred region in search of her sister and her son,romance,action,0.61070424,0.059219502,0.33007622
tt11057690,The Loop,feature film based on the short film written and directed by rich ragsdale,horror,romance,0.38412073,0.12954354,0.48633575
tt3709718,Transit 17,the year is 2026 - europe has been devastated by a virus that has turned a huge portion of the population into zombies but there are some who are holding on to some hope that they can live a normal life again - they are the resistance,action,horror,0.12698483,0.8264942,0.046520967
tt0101437,Beta,raju the only heir of a millionaire is brainwashed by his stepmother for her greed of his entire property,romance,action,0.3961665,0.21616691,0.38766652
tt6351924,Ashface,a serial killer with a split personality gets involved with a mysterious masked organization that lurks in the shadows of the underground world in order to survive he must fight and maybe learn the hidden truth about himself,action,horror,0.23360355,0.74997354,0.016422875
tt9233720,The Psychiatrist,psychiatrist rosenberg encourages his weakest patients to commit strange acts,horror,romance,0.034473967,0.1741508,0.7913753
tt0028024,Neighborhood House,charley his wife rosina and their daughter darla attend bank night at their local movie theater more eager to win the cash prize than see the picture when little darla is selected to,romance,horror,0.15009087,0.43807775,0.41183138
tt0251200,Bad Girl Mako,patronized by a gang ruling the city mako delinquently plays around a night club every night with her bad company one night a guy hideo gets closer to her for one-night stand and they,action,romance,0.21165912,0.12838279,0.6599581
tt2610974,Mistress City,a woman scorned kidnapped at a young age to work in a brothel sold by her parents to pay their debts freed by a twist of fate to take vengeance on anyone in her way,romance,horror,0.30231565,0.552741,0.14494334
tt2709726,Midway - Tra la vita e la morte,sara and alex lost the son they were expecting due to miscarriage and since that day their life changed just when she least expected it sara gets pregnant but decides to wait the third month before telling alex,horror,romance,0.03976102,0.0372247,0.92301434
tt0038058,Scotland Yard Investigator,at the outbreak of world war ii the famous 'mona lisa' is removed from the lourve museum in paris and stored for safekeeping in london sir james collison director of national art museum,action,romance,0.018962866,0.022450201,0.958587
tt6490862,Naval Rage,when terrorist strike the united states a navy ship is first to respond against the aggressors the ship is ambushed and attacked with a unknown gas that causes the exposed crew to go violently insane,horror,action,0.87017196,0.11916598,0.010662077
tt0053634,The Barbarians,revak is an iberian prince from penda a small island where the carthagian fleet ransacked and enslaved the surviving native men including him after an eventful passage aboard a galley,action,romance,0.21249144,0.02241104,0.7650975
tt5442430,Life,a team of scientists aboard the international space station discover a rapidly evolving life form that caused extinction on mars and now threatens all life on earth,horror,action,0.9474031,0.020903774,0.03169309
tt3715646,Teri Mohabbat Ke Naam,paul a foreigner becomes obsessed towards a beautiful fashion designer his obsession turns violent,romance,horror,0.15475026,0.6987425,0.14650716
tt1159634,Chaostage,germany on a normal weekend in the summer punks skins and autonomy - as their paths cross it comes to disaster - to the chaos days the film tells a story about how it could happen,action,horror,0.12686276,0.69714147,0.17599572
tt4008584,Evolutionary,a military-led government sends out a special forces team to track down an unknown creature in an abandoned warehouse,action,horror,0.3304468,0.6521458,0.01740742
tt11813822,It Cuts Deep,while on christmas vacation a young couple contemplates their future together ashley is interested in getting married and having kids which terrifies sam when the more attractive and,horror,romance,0.055785224,0.042541765,0.9016731
tt2106361,Into the Storm,storm trackers thrill-seekers and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of silverton,action,horror,0.14782079,0.8218794,0.030299867
tt2545652,Haima,a woman awakes after a savage attack orchestrated by her former lover to discover that she has severe amnesia she must elude the assailants before they can finish her off,action,romance,0.15553063,0.07658546,0.7678839
tt4144350,Cold Ground,the lucky ones freeze to death,horror,action,0.57775074,0.33023134,0.09201788
tt17346556,The Four Trees of Perdue Park,siblings josh and claire are transported to another world after being involved in a devastating car crash together they must dig deep and overcome personal obstacles as well as betrayal lies magic and love to make it home,action,romance,0.35783583,0.054469857,0.58769435
tt8922468,Flamenco Killer,lola a former fbi agent widow and single mum now teaches flamenco in her boutique academy in manhattan beach her skills in the field are going to get her an unexpected side job:,action,romance,0.20145462,0.06474772,0.7337977
tt0262865,Vagabunda,tired of working in seedy places a stripper turns to prostitution in the streets,romance,horror,0.20155875,0.7312981,0.06714314
tt0104036,The Crying Game,a british soldier kidnapped by the ira soon befriends one of his captors who then becomes drawn into the soldier's world,romance,action,0.96111137,0.00610052,0.032788094
tt8090564,Monsoon,kit a british man of vietnamese heritage returns to saigon for the first time in over 30 years after leaving the country with his parents when he was six years old at the end of the vietnam war,romance,action,0.76686,0.03767491,0.19546509
tt11519448,Director,a struggle between a director and an inspector to find a missing girl,romance,horror,0.30321237,0.3820349,0.3147527
tt0052644,Le Bossu,prince philippe de gonzague decides to get rid of his cousin duke de nevers having wished for long his properties and wealth,action,romance,0.075599216,0.031678095,0.89272267
tt9125432,The Island,the island is a film created primarily to showcase the best of nigerian culture and to give viewers an in-depth enjoyable cultural experience whilst celebrating the efforts of the nigerian,action,romance,0.013471972,0.004584056,0.98194396
tt2355564,Perfect Rivals,two rivaling families compete to make singapore's best bak kwa in an upcoming contest,romance,action,0.7401861,0.014293809,0.24552019
tt0073155,That Most Important Thing: Love,servais mont a photographer meets nadine chevalier who earns her money starring in cheap soft-core movies trying to help her he borrows the money from the loan sharks to finance the,romance,action,0.60325485,0.04902038,0.34772477
tt0478267,Snakewoman,a publicist's agent seeking to secure the rights to a cult movie icon's life story travels to meet the actresses' surviving relatives upon making their acquaintance the agent discovers that they live a life of unbridled hedonism,horror,action,0.69690824,0.09566014,0.20743158
tt1839507,Inner Circle,inner circle is a thriller drama about love fear and mortality when her biological mother commits suicide isobel suspects foul play that her mother was in fact murdered by one of the,romance,horror,0.3717194,0.40450677,0.22377385
tt6570818,Amy Generation C,after a decade of intense research based on changing the course of modern medicine a scientist spends a weekend away with his wife hoping to mend their relationship but instead find,horror,romance,0.033093028,0.06641165,0.9004953
tt5152686,Angrez,locked inside a hospital supply closet an odd couple encounters an unexpected presence,romance,horror,0.015534657,0.97238535,0.012079974
tt0025515,The Moonstone,typical monogram whodunit from the 30's with dialogue and sound effects based on the well known mystery book with same title a valuable gem from india is stolen in an old dark mansion and,romance,action,0.831271,0.12055266,0.048176296
tt3754580,Rape Panic Mansion,namiko a bank employee is taken hostage by vicious bank robbers who do not hesitate to kill however their purpose was not to collect bills but to rape and play with women's bodies,horror,action,0.83582366,0.10878151,0.055394843
tt14618222,Okey Tasi,akin and his friends thought they were sitting down for a friendly game of rummikub but instead things got super heated between them a few of them started exhibiting some strange behavior,horror,romance,0.09993902,0.36518288,0.53487813
tt0110983,Revenge of the Red Baron,the red baron returns in a toy plane to kill the former world war i ace that shot him down,horror,action,0.962469,0.009987376,0.027543703
tt6397124,Artificial Twins,every human has a soul what happens when it splits?,action,horror,0.16964668,0.66551733,0.16483599
tt5428680,Hoodoo Browne,a boy in a situation requiring a choice between equally undesirable alternatives sees an opportunity in a lonesome drifter who runs out of gas in his small town,action,romance,0.055973288,0.14693014,0.7970966
tt1487118,Chalet Girl,former skateboard champion kim wants to make more money after her mother's tragic death she joins the elite posh servicing company which sends her off to austria,romance,action,0.89651734,0.01618881,0.0872938
tt7741314,One Last Kiss,nicholas peterson is madly in love with his fiance bryan lane but when bryan lane's drug addiction leads to several other crimes and fleeing from the law nicholas is faced with the struggle of whether to tell anyone or keep quiet,romance,action,0.38946742,0.33989254,0.27064
tt11815290,Out of Body,when mal's body is hijacked by an escaped demon his spirit must catch henry's attention and after a hilarious series of misadventures they battle the demon to get mal's body back and win their happily-ever-after,romance,horror,0.03576987,0.93928385,0.024946291
tt0011970,The Big Town Round-Up,alice beaumont daughter of a san francisco california capitalist captures the attention of rancher larry mcbride by pretending to have been bitten by a rattlesnake in the arizona,action,romance,0.039389443,0.41672146,0.5438891
tt0005653,The Love Route,neighboring ranchers john ashby and allene houston are in love but their fathers' violent feud over the route of the new x y z railroad eventually drives them apart colonel houston and,romance,action,0.8419579,0.027704056,0.13033804
tt0254117,Apousies,greece early twentieth century a family is on the verge of breaking up the mother has abandoned the family and the father keeps his three daughters confined in the house,romance,horror,0.10284492,0.4672767,0.4298784
tt16654056,Witch on the Holy Night,a witch lives by herself in an old mansion she gets two apprentices and her closed world starts to open up,action,horror,0.051149942,0.86572313,0.0831269
tt0918578,Woman in Autumn,while 1948 greece is in the grip of a civil war (the first battle of the cold war) a young dedicated schoolteacher arrives at the children's camp on the island of rhodes recruited by,romance,action,0.62338036,0.064202376,0.3124173
tt0195343,Thunder in Dixie,mickey arnold is a loving husband and a good friend to ticker welsh however when mickey finds out that ticker has seduced his wife their friendship collapses now the two are in a,action,romance,0.14851572,0.07883458,0.77264977
tt4695714,Ame Leve,jamie and kenza meet after an unexpected breakup and a loss of a family member they fall in love it seems to perfect to be true that's because it is!,action,romance,0.03663075,0.054408517,0.90896064
tt0757167,"Billy the Kid, the Sunsine Gid Plus the Never Mind Company",the movie with anachronistic references to hollywood western characters in its title isa farcical take off on spaghetti westerns,action,romance,0.098204836,0.025379654,0.87641555
tt11112060,The Red Jasmine,in tondo manila a young girl named jasmine witnesses the killing of her parents and younger brother by a drug lord syndicate she unknowingly makes a deal with the devil to seek revenge,horror,action,0.96966,0.021118652,0.009221402
tt0292323,Vazhiyorakkazhchakal,a man with a dark past helps a woman bring her husband back from a vegetative state,action,romance,0.09205489,0.063053146,0.8448919
tt5671170,The Politeness of Kings,suffering from amnesia and struggling with repressed memories a law school student engages in a dangerous proceeding against mobsters putting her own life and her family's in jeopardy,romance,action,0.8654898,0.022441266,0.112069026
tt24076146,The Persian Version,when a large iranian-american family gathers a family secret is uncovered that catapults the estranged mother and daughter into an exploration of the past and to discover they are more alike than they know,romance,horror,0.29172748,0.3846542,0.32361835
tt2996684,Animal,when plans for a weekend vacation hit a dead end a group of close-knit friends find themselves stranded in unfamiliar territory pursued by a menacing blood thirsty predator,action,horror,0.017824274,0.98007584,0.0020999543
tt2643838,The Corrupt,a savvy reporter destroys every scumbag she meets with a cel-phone live uploads and her connections and when a rotten politician attempts to victimize her he finds out just how clever she is,action,romance,0.10790107,0.11443113,0.77766776
tt2852400,A Touch of Sin,four independent stories set in modern china about random acts of violence,action,romance,0.22179595,0.07513634,0.7030678
tt0025500,Midnight Alibi,a gambler hides out from some gangsters in an old lady's house later he's arrested for murder but the old woman provides him with an alibi by saying he was with her on the night of the murder,romance,action,0.40547818,0.4010167,0.1935051
tt15078412,Keith Loves Ava,while making a documentary about the town he's from his life there and it's inhabitants keith meets ava who he quickly falls in love with as his life slowly falls apart around him he,horror,romance,0.014679777,0.011321018,0.9739992
tt4938112,Grace's Room,during her hometown's annual riverfest celebration billie is tasked with house-sitting for her aunt and uncle to pass the time she enlists the help of her hapless friends but things go,horror,romance,0.07465019,0.44996896,0.47538087
tt4865332,Angels Descend Together,a soon to be clergy man and his wife deal with the troubles of rising their triple children,romance,action,0.5407609,0.35170847,0.10753072
tt3834956,Mission in Tel Aviv,amal is a spy for israel resident in parisdecides to quit but found herself asked for being double agent for egypt and sent to tel aviv to get a tape of weaponry and strategies against her country in case of warmissionsdanger and torture crossed her path but will she succeed?,action,horror,0.12130987,0.5160721,0.36261803
tt12751188,Cash McClain,cash is la #1 private eye cheating spouses his specialty yet all the money means nothing to cash after two tours of combat in afghanistan he's damaged goods and when he takes a missing wife case it pushes him to the edge of insanity,action,horror,0.40287676,0.47384784,0.12327538
tt0942886,Banking on Love,when a bank is robbed the assistant bank manager steals the balance of the bank's cash when a working girl at the hot box ranch takes the stolen cash from the bank robber the banker and,romance,action,0.80455905,0.03767341,0.15776752
tt0075279,Stunde Null,leipzig area in 1945 the american occupying forces withdraw to the elbe river leaving the territory to the russians,romance,action,0.44267854,0.24748802,0.30983338
tt0357451,Azad Mohabbat,the story revolves around the life of the protagonist---a fearless and brave man fighting for his love against the whole corrupt system trying to separate the couple with their power leading to consequences,romance,action,0.9079883,0.020537706,0.07147397
tt7734034,Gary Come Home,make way for the story of a young french bulldog who runs away from home to the big city during his journey the young french bulldog named gary bumps into some new furry four-legged,action,romance,0.113160595,0.036644053,0.85019535
tt3232010,Three Sickxty,ricky wilson (calvin willis) is on top of his game in this chilling urban thriller breaking all the rules in true playa style he knows what women want and he gives it to them - all of,horror,action,0.8150344,0.062110405,0.12285519
tt9861548,Just Crawl,two mortally wounded women must make it to the top of a hill to survive,horror,action,0.512146,0.3048442,0.18300979
tt0234138,Love Marriage,rajesh mehra lives a wealthy lifestyle with his mom sarita and dad his dad finalizes his marriage with malti who is the daughter of equally wealthy jagdish kapoor when rajesh is told,romance,action,0.7055777,0.009157625,0.28526467
tt1778275,James Hunt,the life of james hunt and the build up to 1976 formula 1 world championship versus nikki lauda,action,horror,0.2795207,0.64382386,0.07665543
tt2148548,Berdugo,the scariest moments from the greatest shock films of all time,action,horror,0.06645031,0.8987736,0.03477612
tt2015430,Make Your Paths Straight,fleeing into the woods after committing a crime craig meets walter a man who has made his home in the forest walter takes craig under his wing and tries to help him become a new man but this process is painful and dangerous,action,romance,0.42230484,0.1553194,0.42237574
tt2529182,Mariposa: Sa hawla ng gabi,a farm girl's attempt to take her sister back to the province unravels the horrors of the big city,action,horror,0.23250495,0.6641127,0.10338231
tt6231398,Halt: The Motion Picture,a couple is pulled over by police when a simple traffic stop becomes a nightmare they will never forget,action,horror,0.41631314,0.5551567,0.028530166
tt11586540,Neverland,several friends trace their adolescence lived in 1997 in albania a period in which the country went through a dramatic social and economic crisis,action,romance,0.1130558,0.020457959,0.8664862
tt10907306,Creature from the Haunted Sea,a secret agent xk150 tries infiltrate a criminal gang led by renzo capetto,horror,action,0.9747593,0.0066739903,0.0185667
tt1986089,King's Game,the students think of it as a silly joke when the mobile telephones ring with instructions for the classmates the texts keep coming and the demands escalate under punishment of erasure,horror,action,0.46299863,0.15927674,0.37772465
tt2180479,Nazareth Hill,a rebellious teenager lives with her religiously autocratic and increasingly irrational father in an apartment building on nazareth hill their relationship has been shaky for some years,horror,romance,0.050025746,0.08321465,0.8667596
tt0020438,Speakeasy,newspaper staffer alice woods persuades the editor to allow her to chase a story that of prizefight contender martin who is about to fight for the championship however he does not know that his manager is preparing to double-cross him,romance,action,0.5780356,0.12757462,0.2943898
tt26921141,Last Cowboy Alive,the last cowboy to survive the harsh pressures of farming only to move into the big city and start out a new life a new career - however ranching farming is all he ever knew in the end - he yearns for the trail and to ride once again,romance,action,0.7224044,0.01274077,0.2648548
tt0094188,The Trouble with Spies,george trent (james willis) a british spy has gone incommunicado in ibiza appleton porter (donald sutherland) is sent to find out what happened to trent porter settles into a small,action,romance,0.015832355,0.006254644,0.97791296
tt0302531,Endangered Species,a killing machine from another world comes to earth to kill humans,horror,action,0.48115996,0.47857973,0.040260393
tt0320306,Pranayakalathu,pranayakalathu is a 2001 indian malayalam film directed by sp sankar and produced by sabari visual media the film stars sathaar hema rudraprathap and mala aravindan in lead roles the,romance,action,0.511872,0.19167747,0.2964505
tt0113026,The Fantasticks,a mysterious fair that comes to a small community in the countryside could make real the illusions of two teenagers,romance,horror,0.077455096,0.7501298,0.17241508
tt14747194,Residence 3,it is the end of days as the zombies are fully adapted our heroes must find a scientist surviving in an 80's fun park and then journey to the place where it all began the laboratory,action,horror,0.16650815,0.814925,0.01856688
tt0099681,"Good Girl, Bad Girl",a writer needs funds to make a film based on her screenplay she will stop at nothing to get the bucks including dancing at a nude bar stealing cash and hijacking snakes,romance,action,0.8311041,0.06077991,0.10811593
tt0860837,The Confessional,a disturbed sculptor assumes the identity of a small town priest and designs a game of divine madness for a unsuspecting town,action,horror,0.023984225,0.9566791,0.01933665
tt0040740,Road House,a night club owner becomes infatuated with a torch singer and frames his best friend/manager for embezzlement when the chanteuse falls in love with him,action,romance,0.01585516,0.007696743,0.9764481
tt0045680,The Desert Song,shiek yousseff poses as a friend of the french while secretly plotting to overthrow them apposing yousseff are the riffs whose secret leader the red shadow is paul bonnard a professor,romance,action,0.6386635,0.08993308,0.2714035
tt0117711,Spellbreaker: Secret of the Leprechauns,fairyhill ireland is a place filled with mysteries and legendsleprechauns and magic and for an american kid like mike dennehy it's a world of wonderous adventure vacationing in,horror,action,0.5346479,0.24601398,0.21933812
tt2725430,Un parallèle plus tard,-based in montreal (canada) for many years léandre is a computer scientist in charge of the protection of the minister of public safety after selling secret information to the mafia the,romance,action,0.9486337,0.017288508,0.034077916
tt17074502,Unintentional,they say love hits when you least expect it what if you unexpectedly create it then you blow it and now you have to figure out how you lost it!,romance,horror,0.16612984,0.56145906,0.27241117
tt25433814,Finding Love in New Zealand,the plot is under wraps,romance,action,0.5239497,0.2905692,0.18548116
tt2409608,Waiting to Die,in a post apocalyptic world two lost young men struggle to survive emotionally and physically as they grapple with their complicated relationship,horror,romance,0.17762211,0.01081589,0.81156206
tt10405022,The Score,two small time crooks drive to a secluded cafe for a big 'score',romance,action,0.5440243,0.0937289,0.36224678
tt7339200,About Time,on the day of her high school prom quinn casey embarks on a larger than life adventure giving new meaning to the phrase a night you'll never forget,romance,horror,0.07555572,0.854013,0.07043128
tt0095189,The Further Adventures of Tennessee Buck,a drunken down-on-his-luck adventurer is hired by a wealthy man and his beautiful wife to take them on a hunting expedition in the jungle after a while though the guide begins to,action,horror,0.28075656,0.48235896,0.23688444
tt3046080,The Palace,during kangxi's reign in the qing dynasty chen xiang enters the palace and meets the maid liu li who is the same age as her the two girls become best friends liu li desires to achieve,romance,action,0.7801275,0.012081952,0.20779057
tt0036941,I'm from Arkansas,the national spotlight falls on pitchfork arkansas when a local farmer's sow has 18 piglets how the townspeople relate to city folk and handle fame is the ingredient for laughs,romance,horror,0.17718421,0.6933271,0.12948868
tt3859020,Flickering,amidst the backdrop of public outrage and debate selective immigrants from hell have been given total amnesty to be on the earth and a chance to be productive citizens while many agree to,horror,action,0.5312259,0.3302245,0.13854954
tt0184178,15 Amore,peace within war an adult voice narrates a story of childhood during world war ii when he lived with his mother brother and sister on an estate in australia's hunter valley his father,romance,action,0.7116137,0.0634284,0.22495787
